user_id,recommended_product_id,rating
500000021,1000081,2
500000021,1000025,3
500000021,1000081,1
500000021,1000100,1
500000021,1000024,4
500000021,1000096,3
500000021,1000099,5
500000021,1000095,3
500000021,1000021,4
500000021,1000047,4
500000022,1000041,3
500000022,1000027,4
500000022,1000041,3
500000022,1000041,2
500000022,1000031,3
500000022,1000060,3
500000022,1000072,4
500000022,1000006,4
500000022,1000052,1
500000022,1000028,1
500000023,1000007,2
500000023,1000056,1
500000023,1000071,3
500000023,1000082,4
500000023,1000007,1
500000023,1000095,1
500000023,1000082,2
500000023,1000098,2
500000023,1000016,3
500000023,1000061,4
500000024,1000065,2
500000024,1000081,1
500000024,1000020,4
500000024,1000100,4
500000024,1000006,1
500000024,1000020,2
500000024,1000043,1
500000024,1000023,4
500000024,1000022,5
500000024,1000076,5
500000025,1000016,3
500000025,1000001,1
500000025,1000026,1
500000025,1000087,3
500000025,1000039,3
500000025,1000097,3
500000025,1000085,4
500000025,1000031,1
500000025,1000024,4
500000025,1000040,3
500000026,1000005,1
500000026,1000079,4
500000026,1000008,4
500000026,1000080,3
500000026,1000005,1
500000026,1000057,3
500000026,1000066,1
500000026,1000029,5
500000026,1000076,2
500000026,1000025,2
500000027,1000055,2
500000027,1000013,3
500000027,1000063,5
500000027,1000063,1
500000027,1000060,4
500000027,1000048,1
500000027,1000031,4
500000027,1000038,1
500000027,1000029,5
500000027,1000083,4
500000028,1000012,3
500000028,1000040,1
500000028,1000040,1
500000028,1000092,4
500000028,1000092,3
500000028,1000094,3
500000028,1000023,5
500000028,1000054,3
500000028,1000027,3
500000028,1000087,3
500000029,1000005,2
500000029,1000093,5
500000029,1000080,1
500000029,1000050,4
500000029,1000066,1
500000029,1000093,5
500000029,1000005,4
500000029,1000084,5
500000029,1000099,3
500000029,1000002,4
500000030,1000062,3
500000030,1000016,1
500000030,1000053,1
500000030,1000009,4
500000030,1000039,4
500000030,1000084,5
500000030,1000016,5
500000030,1000076,3
500000030,1000049,4
500000030,1000064,1
500000031,1000033,5
500000031,1000035,5
500000031,1000070,1
500000031,1000073,5
500000031,1000045,3
500000031,1000083,4
500000031,1000042,1
500000031,1000060,4
500000031,1000004,5
500000031,1000047,5
500000032,1000034,1
500000032,1000044,3
500000032,1000034,2
500000032,1000034,1
500000032,1000010,2
500000032,1000034,2
500000032,1000054,3
500000032,1000096,2
500000032,1000071,2
500000032,1000019,3
500000033,1000025,2
500000033,1000018,2
500000033,1000020,2
500000033,1000018,1
500000033,1000052,1
500000033,1000004,1
500000033,1000052,3
500000033,1000072,5
500000033,1000077,2
500000033,1000064,2
500000034,1000036,3
500000034,1000080,2
500000034,1000037,1
500000034,1000008,5
500000034,1000093,4
500000034,1000080,2
500000034,1000050,1
500000034,1000096,4
500000034,1000069,5
500000034,1000100,4
500000035,1000038,1
500000035,1000091,4
500000035,1000035,3
500000035,1000033,4
500000035,1000061,2
500000035,1000058,2
500000035,1000077,3
500000035,1000001,1
500000035,1000001,2
500000035,1000036,5
500000036,1000079,2
500000036,1000066,2
500000036,1000089,1
500000036,1000050,4
500000036,1000068,2
500000036,1000050,3
500000036,1000079,4
500000036,1000001,5
500000036,1000016,1
500000036,1000065,5
500000037,1000077,4
500000037,1000046,4
500000037,1000003,4
500000037,1000061,5
500000037,1000091,4
500000037,1000035,5
500000037,1000038,4
500000037,1000066,3
500000037,1000076,4
500000037,1000064,5
500000038,1000013,2
500000038,1000055,4
500000038,1000041,2
500000038,1000015,3
500000038,1000031,1
500000038,1000072,3
500000038,1000013,4
500000038,1000020,2
500000038,1000044,2
500000038,1000006,5
500000039,1000051,2
500000039,1000072,5
500000039,1000027,1
500000039,1000031,4
500000039,1000027,5
500000039,1000072,1
500000039,1000027,2
500000039,1000042,2
500000039,1000062,1
500000039,1000097,2
500000040,1000056,1
500000040,1000095,5
500000040,1000071,5
500000040,1000095,1
500000040,1000082,5
500000040,1000059,5
500000040,1000056,5
500000040,1000025,3
500000040,1000021,4
500000040,1000078,2
500000041,1000062,3
500000041,1000026,5
500000041,1000085,1
500000041,1000085,5
500000041,1000011,4
500000041,1000053,5
500000041,1000001,1
500000041,1000046,4
500000041,1000100,5
500000041,1000069,4
500000042,1000048,2
500000042,1000013,2
500000042,1000060,5
500000042,1000015,4
500000042,1000051,1
500000042,1000072,5
500000042,1000027,2
500000042,1000069,2
500000042,1000069,5
500000042,1000081,4
500000043,1000004,2
500000043,1000006,4
500000043,1000006,2
500000043,1000075,2
500000043,1000025,3
500000043,1000065,2
500000043,1000099,1
500000043,1000003,5
500000043,1000056,5
500000043,1000028,4
500000044,1000061,2
500000044,1000069,1
500000044,1000073,4
500000044,1000091,3
500000044,1000046,4
500000044,1000061,4
500000044,1000077,2
500000044,1000075,3
500000044,1000056,4
500000044,1000028,1
500000045,1000052,1
500000045,1000019,5
500000045,1000081,3
500000045,1000043,3
500000045,1000006,5
500000045,1000020,4
500000045,1000052,3
500000045,1000077,1
500000045,1000022,1
500000045,1000098,2
500000046,1000016,3
500000046,1000053,4
500000046,1000011,5
500000046,1000039,5
500000046,1000085,4
500000046,1000039,2
500000046,1000026,5
500000046,1000048,3
500000046,1000059,2
500000046,1000081,3
500000047,1000049,1
500000047,1000038,2
500000047,1000003,5
500000047,1000073,2
500000047,1000083,2
500000047,1000035,2
500000047,1000069,2
500000047,1000098,3
500000047,1000074,1
500000047,1000071,4
500000048,1000068,2
500000048,1000079,5
500000048,1000008,2
500000048,1000050,5
500000048,1000008,3
500000048,1000057,5
500000048,1000089,4
500000048,1000074,1
500000048,1000099,5
500000048,1000024,5
500000049,1000030,1
500000049,1000088,4
500000049,1000047,2
500000049,1000030,5
500000049,1000010,1
500000049,1000021,3
500000049,1000044,1
500000049,1000083,3
500000049,1000041,4
500000049,1000050,2
500000050,1000077,1
500000050,1000049,5
500000050,1000038,4
500000050,1000083,1
500000050,1000003,5
500000050,1000045,1
500000050,1000042,3
500000050,1000037,1
500000050,1000002,1
500000050,1000057,1
